rule_id,entity_id,entity_origin,target_origin,compound_name,synonyms,compound_class,subclass,formula,exact_mass,ion_mode,adduct,reported_precursor_mz,reported_fragments,reported_neutral_losses,literature_status,derivation_id,evidence_ids,review_status,review_note
cmp_d115b9567401f3,entity_d115b9567401f3eb,reported,reported,2’-O-β-(5’’-O-E-Feruloyl)-apiosyl-isophyllocactin,,betalain,,C42H44N2O23,944.23348567709,,,945.2408,916.24;915.23;913.25;911.24;910.23;909.22;908.21;907.2;905.25;903.23;901.25;900.24;899.24;898.23;897.22;895.24;893.22;892.22;891.21;889.19;887.24;885.26;883.24;882.23;881.22;880.22;879.21;877.23;875.24;873.22;872.21;871.24;870.23;869.22;865.23;864.22;863.21;859.24;858.23;857.22;856.22;855.21;854.2;853.23;852.22;851.21;843.25;841.23;840.22;839.21;837.2;831.25;829.23;827.25;825.23;823.22;822.21;821.2;819.19;815.25;813.23;811.22;809.24;807.22;805.21;803.19;801.23;797.24;795.22;793.21;789.23;787.22;783.22;777.21;776.2;771.22;769.21;765.21;763.2;753.21;752.2;751.2;750.19;749.18;737.19;736.18;735.18;734.19;733.18;732.18;731.17;720.19;719.18;718.17;717.17;707.18;706.2;705.19;704.18;703.19;702.18;701.17;700.16;691.19;690.18;680.18;679.19;675.19;674.18;673.18;667.19;666.2;665.17;664.16;663.19;662.18;661.18;651.19;650.18;649.18;648.19;647.16;646.18;645.18;644.17;643.17;637.15;636.14;635.14;633.18;632.17;631.17;629.15;621.16;620.15;619.14;618.13;617.12;615.17;614.16;609.16;608.15;607.14;605.16;603.15;602.14;601.13;600.12;599.11;597.16;595.14;593.19;591.15;590.14;589.13;587.15;585.14;584.13;583.12;581.19;579.15;578.16;577.13;576.18;575.18;574.14;573.14;572.13;571.12;569.14;567.15;565.13;564.12;563.18;562.14;561.14;560.15;558.17;557.17;556.13;555.12;551.15;550.14;549.14;547.12;546.11;545.17;544.13;543.12;535.16;533.14;532.13;531.12;529.11;523.16;521.14;517.15;515.13;514.12;513.11;511.1;505.15;503.13;499.13;497.12;495.1;493.15;487.13;485.12;481.12;479.13;475.13;469.12;463.13;461.12;457.12;445.12;444.11;443.11;442.1;441.09;428.09;427.09;426.1;425.1;424.09;423.08;412.1;411.09;410.08;409.08;394.09;393.08;392.07;389.1;388.09;387.08;386.07;383.1;375.12;373.1;372.1;371.09;370.08;369.07;365.09;361.1;360.1;359.12;357.11;356.1;355.09;354.09;353.09;351.06;349.1;347.09;345.11;343.13;342.08;341.11;339.1;338.06;337.08;336.08;335.08;331.09;329.11;327.1;326.09;325.09;324.08;323.08;321.06;319.09;317.08;316.07;315.1;314.09;313.08;306.07;303.1;301.08;300.07;299.07;287.1;285.09;284.08;283.07;281.08;280.07;273.1;271.11;269.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;251.07;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;211.07;207.08;205.06;196.06;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_4457505fbccc57104e99,candidate,Structured compound record mined from local corpus text.
cmp_921712b9efb84c,entity_921712b9efb84c13,reported,reported,17-decarboxy-2’-O-apiosyl-phyllocactin,,betalain,,C31H36N2O18,724.1963123214,,,725.2036,696.2;695.19;693.21;691.2;690.19;689.18;688.17;687.17;685.21;683.19;681.21;680.21;679.2;678.19;677.18;675.2;673.19;672.18;671.17;669.16;667.2;665.22;663.2;662.2;661.19;660.18;659.17;657.19;655.2;653.18;652.17;651.2;650.2;649.19;645.19;644.18;643.18;639.2;638.2;637.19;636.18;635.17;634.16;633.19;632.18;631.18;623.21;621.19;620.18;619.18;617.16;611.21;609.19;607.21;605.2;603.18;602.17;601.17;600.16;599.15;595.21;593.16;592.15;591.15;589.2;587.19;585.17;583.16;581.2;577.17;576.16;575.15;574.14;573.13;569.2;567.18;565.17;564.16;563.15;561.17;560.14;559.16;558.15;557.14;556.13;555.12;553.17;551.19;549.17;547.16;546.15;545.14;544.14;543.13;542.13;541.15;540.14;539.13;537.11;535.16;533.18;531.16;530.15;529.15;528.13;527.14;526.13;525.12;524.12;523.16;521.14;520.13;519.16;518.15;517.15;515.14;514.13;513.15;512.14;511.13;507.16;506.15;505.15;504.13;503.14;502.12;501.15;500.14;499.14;498.14;497.13;491.14;490.16;489.12;488.12;487.14;486.14;485.13;479.17;477.15;475.14;474.14;473.13;472.14;471.14;470.13;469.12;468.13;467.12;461.16;459.14;457.13;456.13;455.14;453.13;451.11;449.16;444.11;443.14;442.1;441.09;439.12;438.12;437.13;435.14;431.14;429.14;428.09;427.09;426.1;425.13;424.09;423.08;419.14;417.14;413.13;412.1;411.09;410.08;409.08;405.14;403.12;402.12;401.13;400.14;399.13;394.09;393.08;392.07;387.13;385.11;384.11;383.1;382.13;381.12;371.1;369.12;367.1;365.09;359.1;357.08;356.07;355.1;354.09;353.09;345.11;344.1;343.09;342.09;341.09;339.07;338.06;337.09;336.08;335.08;331.13;329.11;328.11;327.1;326.09;325.08;324.08;323.08;321.06;317.11;316.11;315.13;313.12;312.11;311.1;310.09;309.09;307.07;306.07;305.11;303.1;301.12;299.14;298.09;297.12;295.11;293.09;291.1;287.1;285.12;283.11;282.1;281.09;275.1;273.09;272.08;271.11;270.1;269.09;267.09;259.11;257.09;256.08;255.08;253.07;249.08;243.11;241.1;240.09;239.08;237.09;236.08;235.06;227.12;225.1;223.07;221.09;220.08;219.08;218.07;209.09;207.08;205.06;203.08;201.07;196.06;194.04;193.1;191.08;189.07;187.05;182.08;180.04;179.08;178.05;177.04;167.08;165.05;164.05;163.09;161.07;152.07;150.05;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_4bc7ad16b8b39af7c801,candidate,Structured compound record mined from local corpus text.
cmp_b5436bf9a2a6c3,entity_b5436bf9a2a6c306,reported,reported,17-decarboxy-2’-O-apiosyl-isophyllocactin,,betalain,,C31H36N2O18,724.1963123214,,,725.2036,696.2;695.19;693.21;691.2;690.19;689.18;688.17;687.17;685.21;683.19;681.21;680.21;679.2;678.19;677.18;675.2;673.19;672.18;671.17;669.16;667.2;665.22;663.2;662.2;661.19;660.18;659.17;657.19;655.2;653.18;652.17;651.2;650.2;649.19;645.19;644.18;643.18;639.2;638.2;637.19;636.18;635.17;634.16;633.19;632.18;631.18;623.21;621.19;620.18;619.18;617.16;611.21;609.19;607.21;605.2;603.18;602.17;601.17;600.16;599.15;595.21;593.16;592.15;591.15;589.2;587.19;585.17;583.16;581.2;577.17;576.16;575.15;574.14;573.13;569.2;567.18;565.17;564.16;563.15;561.17;560.14;559.16;558.15;557.14;556.13;555.12;553.17;551.19;549.17;547.16;546.15;545.14;544.14;543.13;542.13;541.15;540.14;539.13;537.11;535.16;533.18;531.16;530.15;529.15;528.13;527.14;526.13;525.12;524.12;523.16;521.14;520.13;519.16;518.15;517.15;515.14;514.13;513.15;512.14;511.13;507.16;506.15;505.15;504.13;503.14;502.12;501.15;500.14;499.14;498.14;497.13;491.14;490.16;489.12;488.12;487.14;486.14;485.13;479.17;477.15;475.14;474.14;473.13;472.14;471.14;470.13;469.12;468.13;467.12;461.16;459.14;457.13;456.13;455.14;453.13;451.11;449.16;444.11;443.14;442.1;441.09;439.12;438.12;437.13;435.14;431.14;429.14;428.09;427.09;426.1;425.13;424.09;423.08;419.14;417.14;413.13;412.1;411.09;410.08;409.08;405.14;403.12;402.12;401.13;400.14;399.13;394.09;393.08;392.07;387.13;385.11;384.11;383.1;382.13;381.12;371.1;369.12;367.1;365.09;359.1;357.08;356.07;355.1;354.09;353.09;345.11;344.1;343.09;342.09;341.09;339.07;338.06;337.09;336.08;335.08;331.13;329.11;328.11;327.1;326.09;325.08;324.08;323.08;321.06;317.11;316.11;315.13;313.12;312.11;311.1;310.09;309.09;307.07;306.07;305.11;303.1;301.12;299.14;298.09;297.12;295.11;293.09;291.1;287.1;285.12;283.11;282.1;281.09;275.1;273.09;272.08;271.11;270.1;269.09;267.09;259.11;257.09;256.08;255.08;253.07;249.08;243.11;241.1;240.09;239.08;237.09;236.08;235.06;227.12;225.1;223.07;221.09;220.08;219.08;218.07;209.09;207.08;205.06;203.08;201.07;196.06;194.04;193.1;191.08;189.07;187.05;182.08;180.04;179.08;178.05;177.04;167.08;165.05;164.05;163.09;161.07;152.07;150.05;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_7fd7d434d5fdd6e44c59,candidate,Structured compound record mined from local corpus text.
cmp_b0a4769de28ded,entity_b0a4769de28ded46,reported,reported,Gomphrenin II,,betalain,,C33H32N2O15,696.18026833377,,,697.1875,668.18;667.18;665.2;664.19;663.18;662.17;661.17;660.16;659.15;657.19;655.18;654.17;653.2;652.19;651.18;650.17;649.17;647.19;645.17;643.16;641.14;639.18;637.2;636.19;635.19;634.18;633.17;632.16;631.16;629.18;627.18;625.17;624.16;623.19;621.17;619.19;617.18;615.16;611.19;609.17;608.16;607.16;606.15;605.18;603.16;593.18;591.16;589.15;573.15;571.13;533.14;532.13;531.12;528.15;517.15;516.14;515.13;514.12;513.11;512.16;510.14;505.15;504.15;503.13;502.13;501.13;499.13;498.14;497.12;495.1;493.15;491.13;489.15;488.13;487.13;486.14;485.13;484.12;483.12;481.12;479.11;476.16;475.13;474.14;473.16;472.14;471.13;470.12;469.12;468.13;466.11;463.13;461.12;460.11;459.13;458.14;457.14;456.13;455.13;454.13;453.12;452.11;447.14;446.14;445.12;444.13;443.13;442.13;440.13;434.14;432.13;431.13;427.14;425.12;419.13;417.12;416.11;415.14;414.12;413.12;403.14;401.12;400.12;399.11;398.1;397.13;395.11;389.1;388.09;387.08;386.07;385.13;383.11;381.1;375.12;374.11;373.1;372.1;371.09;370.08;369.07;364.1;361.1;360.1;359.12;358.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;344.1;343.13;342.08;341.11;340.1;339.1;338.09;337.08;336.07;335.09;334.08;331.09;330.08;329.11;327.1;326.09;325.12;324.08;323.1;322.09;320.08;319.09;317.08;316.07;315.1;314.09;313.08;312.07;310.09;309.1;308.09;307.08;306.07;303.1;301.08;300.07;299.07;298.06;296.08;294.1;287.1;285.09;283.07;281.08;280.07;279.09;268.08;267.09;265.08;264.07;263.07;262.06;255.09;253.07;252.06;251.07;249.08;247.07;245.06;239.09;237.08;235.07;233.06;223.07;220.06;211.07;209.06;208.05;207.05;205.06;196.06;195.05;194.04;193.04;191.06;182.08;181.05;180.04;179.03;178.05;177.04;176.03;175.06;166.09;165.05;164.05;163.04;162.03;150.05;149.06;148.05;147.04;139.04;135.04;124.04;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_c750feb934ab55bc0794,candidate,Structured compound record mined from local corpus text.
cmp_11997e293f1b11,entity_11997e293f1b1160,reported,reported,Isogomphrenin-II,,betalain,,C33H32N2O15,696.18026833377,,,697.1875,668.18;667.18;665.2;664.19;663.18;662.17;661.17;660.16;659.15;657.19;655.18;654.17;653.2;652.19;651.18;650.17;649.17;647.19;645.17;643.16;641.14;639.18;637.2;636.19;635.19;634.18;633.17;632.16;631.16;629.18;627.18;625.17;624.16;623.19;621.17;619.19;617.18;615.16;611.19;609.17;608.16;607.16;606.15;605.18;603.16;593.18;591.16;589.15;573.15;571.13;533.14;532.13;531.12;528.15;517.15;516.14;515.13;514.12;513.11;512.16;510.14;505.15;504.15;503.13;502.13;501.13;499.13;498.14;497.12;495.1;493.15;491.13;489.15;488.13;487.13;486.14;485.13;484.12;483.12;481.12;479.11;476.16;475.13;474.14;473.16;472.14;471.13;470.12;469.12;468.13;466.11;463.13;461.12;460.11;459.13;458.14;457.14;456.13;455.13;454.13;453.12;452.11;447.14;446.14;445.12;444.13;443.13;442.13;440.13;434.14;432.13;431.13;427.14;425.12;419.13;417.12;416.11;415.14;414.12;413.12;403.14;401.12;400.12;399.11;398.1;397.13;395.11;389.1;388.09;387.08;386.07;385.13;383.11;381.1;375.12;374.11;373.1;372.1;371.09;370.08;369.07;364.1;361.1;360.1;359.12;358.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;344.1;343.13;342.08;341.11;340.1;339.1;338.09;337.08;336.07;335.09;334.08;331.09;330.08;329.11;327.1;326.09;325.12;324.08;323.1;322.09;320.08;319.09;317.08;316.07;315.1;314.09;313.08;312.07;310.09;309.1;308.09;307.08;306.07;303.1;301.08;300.07;299.07;298.06;296.08;294.1;287.1;285.09;283.07;281.08;280.07;279.09;268.08;267.09;265.08;264.07;263.07;262.06;255.09;253.07;252.06;251.07;249.08;247.07;245.06;239.09;237.08;235.07;233.06;223.07;220.06;211.07;209.06;208.05;207.05;205.06;196.06;195.05;194.04;193.04;191.06;182.08;181.05;180.04;179.03;178.05;177.04;176.03;175.06;166.09;165.05;164.05;163.04;162.03;150.05;149.06;148.05;147.04;139.04;135.04;124.04;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_f33fa11706170b96e959,candidate,Structured compound record mined from local corpus text.
cmp_ab6ea0e22e3af1,entity_ab6ea0e22e3af1cd,reported,reported,"2-decarboxy-2,3-dehydro-gomphrenin (2-decarboxy-xangomphrenin)",,betalain,,C23H24N2O11,504.13800959765,,,505.1453,485.12;484.11;483.1;479.13;478.12;477.15;475.13;474.13;473.12;472.11;471.14;470.13;469.12;468.12;467.11;465.15;463.13;461.16;460.11;459.14;458.1;457.12;456.12;455.11;454.1;453.13;451.11;449.12;447.14;445.16;444.12;443.14;442.1;441.13;440.12;439.11;438.11;437.1;435.12;434.14;433.12;432.13;431.11;430.1;429.09;428.12;427.11;426.11;425.1;424.09;423.12;419.12;415.11;414.11;413.1;412.09;411.08;410.11;409.1;408.1;403.11;401.1;400.09;399.08;398.11;397.1;396.1;395.09;389.1;385.1;384.1;383.09;382.08;381.07;376.14;374.12;373.1;371.09;369.07;368.1;367.09;366.08;362.12;357.11;355.09;354.08;353.08;343.09;342.08;341.08;339.1;338.09;337.08;336.11;329.11;327.1;326.09;325.08;324.07;323.07;318.1;317.08;315.1;313.12;312.11;311.1;310.09;309.09;307.07;303.1;301.08;300.09;299.1;297.09;296.11;295.11;294.1;293.09;287.1;286.09;285.09;283.11;281.09;276.09;271.08;270.07;254.08;253.07;194.04;180.06;179.06;178.05;177.04;176.03;175.02;174.05;168.03;165.08;163.06;162.05;161.04;160.04;159.03;152.03;151.06;150.02;149.04;148.04;147.07;146.06;145.05;144.04;143.03;139.06;136.08;135.07;134.06;133.05;132.04;131.04;130.03;129.05;128.03;127.04;126.02;124.04;122.06;121.05;120.04;119.03;118.07;117.02;116.05;115.04;114.02;113.02;110.06;109.03;108.04;107.07;105.05;104.05;103.04;102.03;101.02;100.04,,reported,,chunk_83e26e2b3945f9fa3ba9,candidate,Structured compound record mined from local corpus text.
cmp_719d14bf008f4a,entity_719d14bf008f4aea,reported,reported,Neogomphrenin III,,betalain,,C34H32N2O16,724.17518295334,,,725.1825,696.18;695.17;693.19;692.18;691.18;690.17;689.16;688.15;687.15;685.19;683.17;682.16;681.19;680.18;679.18;678.17;677.16;675.18;673.17;671.15;669.14;667.18;666.17;665.2;664.19;663.18;661.17;660.16;659.15;655.18;653.16;652.15;649.17;647.19;645.17;643.16;637.17;635.15;634.14;631.16;619.16;617.14;609.17;545.15;544.14;543.14;532.14;531.12;530.12;529.11;528.15;527.14;526.13;519.15;518.14;517.13;516.15;515.13;514.13;513.11;512.11;511.1;510.14;503.13;502.15;501.14;500.13;499.13;498.14;497.12;496.12;495.1;493.09;491.13;489.14;488.16;487.15;486.14;485.12;484.14;483.13;482.12;479.11;477.09;475.12;474.14;473.14;472.14;471.14;470.14;469.12;467.11;461.14;459.1;458.1;457.15;455.13;452.13;451.11;449.14;447.13;446.12;445.15;443.13;441.09;433.15;431.13;430.13;429.12;428.11;427.14;425.12;423.08;417.09;415.14;413.12;411.11;387.08;386.07;385.07;384.06;373.1;372.1;371.09;370.08;369.07;368.06;367.06;359.09;358.08;357.11;356.1;355.09;354.08;353.08;352.07;351.09;350.09;347.09;345.07;343.09;342.08;341.11;340.07;339.1;338.09;337.08;336.07;334.09;333.07;332.06;329.08;328.07;327.1;325.08;324.08;323.08;322.09;321.08;320.08;319.07;317.08;315.06;314.05;312.07;308.09;307.08;306.07;303.1;302.07;301.08;299.07;295.07;294.1;293.09;283.07;281.05;279.06;278.05;277.05;276.09;267.09;265.05;264.04;263.07;262.06;261.05;257.09;255.09;253.07;252.06;251.09;249.05;247.03;239.09;237.08;235.06;233.06;221.06;209.06;207.05;206.03;194.04;193.04;192.03;191.06;190.05;181.05;180.04;179.03;178.05;177.04;176.03;175.06;165.05;164.05;163.04;162.03;150.05;149.06;148.05;147.04;146.04;145.05;141.05;139.04;136.08;135.04;134.06;132.04;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04;105.03,,reported,,chunk_816cb027103da1a12586,candidate,Structured compound record mined from local corpus text.
cmp_9ba814a6c8df22,entity_9ba814a6c8df222e,reported,reported,Neogomphrenin IV,,betalain,,C35H34N2O17,754.18574763737,,,755.193,726.19;725.18;723.2;722.2;721.19;720.18;719.17;718.16;717.16;715.2;713.18;712.17;711.2;710.2;709.19;708.18;707.17;705.19;703.18;701.16;699.15;697.19;696.18;695.21;694.2;693.19;691.18;690.17;689.16;685.19;683.17;682.16;679.18;677.2;675.18;673.17;667.18;665.16;664.15;661.17;649.17;647.15;639.18;575.16;574.16;573.15;562.16;561.15;559.17;558.16;557.15;556.14;549.16;548.15;547.14;546.16;545.15;544.14;543.14;540.15;533.17;532.16;531.12;530.14;529.11;528.15;527.14;526.13;525.13;519.15;518.17;517.16;516.15;515.13;514.15;513.11;512.13;511.1;505.13;504.15;503.15;502.15;501.11;500.16;499.13;497.12;495.1;493.09;491.15;489.11;487.13;485.12;484.11;483.1;482.14;479.15;477.14;476.13;475.16;473.14;471.14;469.12;467.11;463.16;461.14;460.14;459.1;458.12;457.15;455.13;451.11;445.15;443.13;441.09;423.08;417.09;387.08;386.07;385.07;384.06;373.1;372.1;371.09;370.08;369.07;368.06;367.06;359.09;358.08;357.11;356.1;355.09;354.08;353.08;352.07;351.09;350.09;347.09;345.07;343.09;342.08;341.11;340.07;339.1;338.09;337.08;336.07;334.09;333.07;332.06;329.08;328.07;327.1;325.08;324.08;323.08;322.09;321.08;320.08;319.07;317.08;315.06;314.05;312.07;308.09;307.08;306.07;303.1;302.07;301.08;299.07;295.07;294.1;293.09;283.07;281.05;279.06;278.05;277.05;276.09;267.09;265.05;264.04;263.07;262.06;261.05;257.09;255.09;253.07;252.06;251.09;249.05;247.03;239.09;237.08;235.06;233.06;221.06;209.06;207.05;206.03;194.04;193.04;192.03;191.06;190.05;181.05;180.04;179.03;178.05;177.04;176.03;175.06;165.05;164.05;163.04;162.03;150.05;149.06;148.05;147.04;146.04;145.05;141.05;139.04;136.08;135.04;134.06;132.04;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04;105.03,,reported,,chunk_5a850a9e5d36caf46c40,candidate,Structured compound record mined from local corpus text.
cmp_05e1da91c87b98,entity_05e1da91c87b9884,reported,reported,Glabranin (Betanidin 6’-O-β-D-sophoroside),,betalain,,C30H36N2O18,712.1963123214,,,713.2036,684.2;683.19;681.21;680.21;679.2;678.19;677.18;676.17;675.17;673.21;671.19;669.21;668.21;667.2;666.19;665.18;663.2;661.19;659.17;657.16;655.2;653.22;651.2;650.2;649.19;648.18;647.17;643.2;641.18;640.17;639.2;637.19;633.19;631.18;627.2;625.19;624.18;623.17;622.16;621.19;619.18;609.19;607.18;605.16;589.17;587.15;551.15;550.14;549.14;544.17;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;520.17;519.16;518.15;517.14;516.14;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.15;503.13;502.16;501.15;500.14;499.13;497.12;495.1;493.15;491.13;489.15;488.15;487.14;486.14;485.12;481.15;479.13;478.12;477.15;475.13;474.16;473.15;472.14;471.15;470.14;469.13;468.13;465.15;463.13;461.12;460.11;459.15;458.14;457.12;448.14;447.15;445.12;443.11;441.14;435.15;433.13;432.13;431.15;429.14;427.11;425.1;419.15;417.14;416.13;415.12;414.12;413.14;411.13;401.14;399.13;397.11;389.1;388.09;387.08;386.07;375.12;374.11;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;336.07;335.09;331.09;330.08;329.11;327.1;326.09;325.09;324.08;323.1;319.09;317.08;316.07;315.1;314.09;313.08;312.07;310.09;308.09;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;296.08;287.1;285.1;283.07;281.08;280.07;279.09;273.1;271.08;270.07;269.1;267.09;265.08;264.07;263.07;262.06;257.1;255.09;253.07;252.06;251.07;249.08;247.07;245.06;239.09;237.08;235.07;233.06;223.07;211.07;196.06;195.05;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;162.03;149.06;148.05;147.04;139.04;135.04;123.04;122.04;119.05;118.04;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_3ee82ebc0c090d359f62,candidate,Structured compound record mined from local corpus text.
cmp_a38c09c46557ae,entity_a38c09c46557ae9e,reported,reported,Isoglabranin (Isobetanidin 6’-O-β-D-sophoroside),,betalain,,C30H36N2O18,712.1963123214,,,713.2036,684.2;683.19;681.21;680.21;679.2;678.19;677.18;676.17;675.17;673.21;671.19;669.21;668.21;667.2;666.19;665.18;663.2;661.19;659.17;657.16;655.2;653.22;651.2;650.2;649.19;648.18;647.17;643.2;641.18;640.17;639.2;637.19;633.19;631.18;627.2;625.19;624.18;623.17;622.16;621.19;619.18;609.19;607.18;605.16;589.17;587.15;551.15;550.14;549.14;544.17;535.16;534.15;533.14;532.13;531.12;523.16;522.15;521.14;520.17;519.16;518.15;517.14;516.14;515.13;514.12;513.11;511.16;509.14;507.16;505.15;504.15;503.13;502.16;501.15;500.14;499.13;497.12;495.1;493.15;491.13;489.15;488.15;487.14;486.14;485.12;481.15;479.13;478.12;477.15;475.13;474.16;473.15;472.14;471.15;470.14;469.13;468.13;465.15;463.13;461.12;460.11;459.15;458.14;457.12;448.14;447.15;445.12;443.11;441.14;435.15;433.13;432.13;431.15;429.14;427.11;425.1;419.15;417.14;416.13;415.12;414.12;413.14;411.13;401.14;399.13;397.11;389.1;388.09;387.08;386.07;375.12;374.11;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;336.07;335.09;331.09;330.08;329.11;327.1;326.09;325.09;324.08;323.1;319.09;317.08;316.07;315.1;314.09;313.08;312.07;310.09;308.09;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;296.08;287.1;285.1;283.07;281.08;280.07;279.09;273.1;271.08;270.07;269.1;267.09;265.08;264.07;263.07;262.06;257.1;255.09;253.07;252.06;251.07;249.08;247.07;245.06;239.09;237.08;235.07;233.06;223.07;211.07;196.06;195.05;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;162.03;149.06;148.05;147.04;139.04;135.04;123.04;122.04;119.05;118.04;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_4c51fbc1a2701b824f32,candidate,Structured compound record mined from local corpus text.
cmp_c03d5d07d87ffc,entity_c03d5d07d87ffc88,reported,reported,Coumglabranin (6’-O-E-4-Coumaroyl-glabranin),,betalain,,C39H42N2O20,858.23309175392,,,859.2403,830.24;829.23;827.25;826.24;825.23;824.23;823.22;822.21;821.2;819.25;817.23;815.25;814.24;813.23;812.23;811.22;809.24;807.22;805.21;803.19;801.23;799.26;797.24;796.23;795.22;794.22;793.21;789.23;787.22;786.21;785.24;783.22;779.23;777.21;773.24;771.22;770.22;769.21;768.2;767.23;765.21;755.23;753.21;751.2;735.2;733.19;697.19;696.18;695.19;694.19;693.18;690.2;681.19;680.18;679.18;678.17;677.16;676.17;675.17;669.19;668.18;667.18;666.2;665.18;664.19;663.18;662.17;661.17;660.16;659.15;657.19;655.18;653.2;651.18;650.18;649.17;648.19;647.19;646.18;645.17;643.16;641.14;639.18;637.19;635.19;634.19;633.18;632.17;631.16;627.18;625.17;624.16;623.17;621.17;620.2;619.19;618.18;617.19;616.18;615.17;614.16;611.19;609.17;607.16;606.15;605.19;604.18;603.16;594.18;593.19;591.16;589.15;587.18;581.19;579.17;578.16;577.19;575.18;573.15;571.13;565.19;563.18;562.17;561.16;560.15;559.18;557.17;547.18;545.17;543.15;533.14;532.13;531.12;517.15;515.13;514.12;513.11;505.15;504.15;503.13;502.13;501.13;500.14;499.13;497.12;495.1;488.13;487.13;486.14;485.12;484.12;483.12;481.12;479.11;475.13;472.14;471.13;470.12;469.13;468.13;463.13;461.12;457.12;454.13;453.12;452.11;445.12;443.11;441.14;431.13;429.14;427.11;425.12;419.13;417.14;416.11;415.12;414.12;413.12;411.13;403.14;401.12;399.11;398.1;397.13;395.11;389.1;388.09;387.08;386.07;385.13;383.11;381.1;375.12;374.11;373.1;372.1;371.09;370.08;369.07;361.1;360.1;359.12;358.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;343.13;342.08;341.11;339.1;338.09;337.08;336.07;335.09;331.09;330.08;329.11;327.1;326.09;325.12;324.08;323.1;319.09;317.08;316.07;315.1;314.09;313.08;312.07;310.09;308.08;306.07;303.1;301.08;300.07;299.07;298.06;296.08;287.1;285.09;283.07;281.08;280.07;267.06;265.08;264.07;263.07;262.06;255.09;253.07;251.07;249.08;247.07;245.06;237.08;235.07;233.06;223.07;211.07;196.06;195.05;194.04;193.04;182.08;180.04;179.03;178.05;177.04;165.05;164.05;163.04;162.03;149.06;148.05;147.04;139.04;135.04;123.04;122.04;119.05;118.04;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_a740c5b8e9ee1fb94ce2,candidate,Structured compound record mined from local corpus text.
